Frame,Object ID,Class,Confidence,Bounding Box
230.0,230.0_1,car,0.8736979961395264,"[238, 231, 58, 49]"
230.0,230.0_8,car,0.7417255640029907,"[589, 133, 24, 18]"
230.0,230.0_11,car,0.6518710255622864,"[394, 161, 28, 18]"
230.0,230.0_14,car,0.5640438795089722,"[441, 156, 29, 26]"
240.0,240.0_30,car,0.9841303825378418,"[627, 185, 43, 28]"
240.0,240.0_17,car,0.9722273945808411,"[621, 143, 33, 23]"
240.0,240.0_8,car,0.9686914086341858,"[372, 275, 69, 88]"
240.0,240.0_4,car,0.9518017768859863,"[210, 247, 67, 56]"
240.0,240.0_35,car,0.9110443592071533,"[442, 196, 45, 48]"
240.0,240.0_24,car,0.9049105644226074,"[391, 159, 29, 25]"
240.0,240.0_37,car,0.890581488609314,"[366, 221, 51, 50]"
240.0,240.0_33,car,0.8747912049293518,"[382, 193, 29, 31]"
240.0,240.0_9,car,0.8729851841926575,"[233, 407, 118, 65]"
240.0,240.0_26,car,0.7953404784202576,"[439, 157, 29, 25]"
240.0,240.0_13,car,0.7439103126525879,"[584, 126, 26, 19]"
240.0,240.0_29,car,0.604110598564148,"[438, 183, 31, 28]"
240.0,240.0_16,car,0.5691221356391907,"[409, 142, 31, 17]"
240.0,240.0_28,car,0.5675444006919861,"[440, 180, 31, 15]"
250.0,250.0_6,car,0.9950711131095886,"[170, 272, 85, 63]"
250.0,250.0_10,car,0.9890748858451843,"[381, 307, 73, 100]"
250.0,250.0_31,car,0.975667417049408,"[373, 202, 38, 30]"
250.0,250.0_23,car,0.9742178320884705,"[389, 166, 30, 26]"
250.0,250.0_0,car,0.9717296361923218,"[446, 205, 52, 51]"
250.0,250.0_28,car,0.9661343693733215,"[440, 187, 31, 25]"
250.0,250.0_4,car,0.9217726588249207,"[360, 234, 60, 53]"
250.0,250.0_16,car,0.8641237020492554,"[618, 143, 26, 20]"
250.0,250.0_19,car,0.863679051399231,"[374, 153, 23, 14]"
250.0,250.0_24,car,0.8186451196670532,"[441, 168, 25, 19]"
250.0,250.0_15,car,0.7999845743179321,"[436, 142, 20, 17]"
250.0,250.0_14,car,0.7453666925430298,"[410, 144, 24, 18]"
250.0,250.0_26,car,0.7383531332015991,"[611, 176, 41, 30]"
